senator,hlasovani,klub,link
Lukáš Wagenknecht,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18141&O=12
Jaroslav Doubrava,0,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18141&O=12
Pavel Fischer,A,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18141&O=12
Jitka Chalánková,A,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18141&O=12
Miroslav Balatka,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Mikuláš Bek,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Michael Canov,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Tomáš Czernin,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Alena Dernerová,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Drahoš,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Marek Hilšer,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Petr Holeček,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jan Horník,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Zdeněk Hraba,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Václav Chaloupek,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Zbyněk Linhart,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Herbert Pavera,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Růžička,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
David Smoljak,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jan Sobotka,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Leopold Sulovský,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Vosecký,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Hana Žáková,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Lumír Aschenbrenner,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Burian,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Martin Červíček,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Ladislav Faktor,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Ladislav Chlupáč,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Tomáš Jirsa,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Pavel Karpíšek,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Michal Kortyš,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Rostislav Koštial,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaroslav Kubera,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Raduan Nwelati,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Zdeněk Nytra,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Oberfalzer,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jan Tecl,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Ivo Valenta,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Vladislav Vilímec,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Miloš Vystrčil,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaroslav Zeman,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
František Bradáč,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Carbol,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Čunek,0,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Václav Hampl,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Miluše Horská,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Anna Hubáčková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Renata Chmelová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Šárka Jelínková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Lumír Kantor,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Patrik Kunčar,0,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Zdeněk Papoušek,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jitka Seitlová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Petr Šilar,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Alena Šromová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaromíra Vítková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Miroslav Antl,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Ivo Bárek,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Dienstbier,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Karel Kratochvíle,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaroslav Malý,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Miroslav Nenutil,X,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaromír Strnad,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Radek Sušil,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Milan Štěch,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Pavel Štohl,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Emilie Třísková,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Petr Vícha,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jan Žaloudík,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Miroslav Adámek,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Cieńciała,X,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jiří Dušek,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Zdeňka Hamousová,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Peter Koliba,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Ladislav Václavec,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaroslav Větrovský,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Tomáš Goláň,X,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Ladislav Kos,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Václav Láska,X,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Petr Orel,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Přemysl Rabas,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Lukáš Wagenknecht,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jaroslav Doubrava,0,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Pavel Fischer,A,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Jitka Chalánková,A,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18140&O=12
Miroslav Balatka,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Mikuláš Bek,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Michael Canov,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Tomáš Czernin,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Alena Dernerová,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Drahoš,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Marek Hilšer,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Petr Holeček,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jan Horník,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Zdeněk Hraba,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Václav Chaloupek,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Zbyněk Linhart,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Herbert Pavera,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Růžička,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
David Smoljak,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jan Sobotka,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Leopold Sulovský,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Vosecký,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Hana Žáková,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Lumír Aschenbrenner,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Burian,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Martin Červíček,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Ladislav Faktor,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Ladislav Chlupáč,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Tomáš Jirsa,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Pavel Karpíšek,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Michal Kortyš,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Rostislav Koštial,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaroslav Kubera,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Raduan Nwelati,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Zdeněk Nytra,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Oberfalzer,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jan Tecl,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Ivo Valenta,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Vladislav Vilímec,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Miloš Vystrčil,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaroslav Zeman,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
František Bradáč,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Carbol,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Čunek,0,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Václav Hampl,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Miluše Horská,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Anna Hubáčková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Renata Chmelová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Šárka Jelínková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Lumír Kantor,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Patrik Kunčar,0,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Zdeněk Papoušek,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jitka Seitlová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Petr Šilar,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Alena Šromová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaromíra Vítková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Miroslav Antl,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Ivo Bárek,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Dienstbier,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Karel Kratochvíle,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaroslav Malý,X,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Miroslav Nenutil,X,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaromír Strnad,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Radek Sušil,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Milan Štěch,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Pavel Štohl,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Emilie Třísková,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Petr Vícha,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jan Žaloudík,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Miroslav Adámek,N,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Cieńciała,X,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jiří Dušek,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Zdeňka Hamousová,N,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Peter Koliba,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Ladislav Václavec,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaroslav Větrovský,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Tomáš Goláň,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Ladislav Kos,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Václav Láska,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Petr Orel,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Přemysl Rabas,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Lukáš Wagenknecht,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jaroslav Doubrava,0,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Pavel Fischer,X,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Jitka Chalánková,A,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18139&O=12
Miroslav Balatka,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Mikuláš Bek,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Michael Canov,N,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Tomáš Czernin,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Alena Dernerová,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Drahoš,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Marek Hilšer,0,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Petr Holeček,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jan Horník,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Zdeněk Hraba,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Václav Chaloupek,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Zbyněk Linhart,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Herbert Pavera,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Růžička,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
David Smoljak,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jan Sobotka,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Leopold Sulovský,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Vosecký,X,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Hana Žáková,N,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Lumír Aschenbrenner,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Burian,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Martin Červíček,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Ladislav Faktor,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Ladislav Chlupáč,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Tomáš Jirsa,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Pavel Karpíšek,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Michal Kortyš,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Rostislav Koštial,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaroslav Kubera,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Raduan Nwelati,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Zdeněk Nytra,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Oberfalzer,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jan Tecl,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Ivo Valenta,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Vladislav Vilímec,A,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Miloš Vystrčil,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaroslav Zeman,X,ODS,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
František Bradáč,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Carbol,X,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Čunek,0,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Václav Hampl,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Miluše Horská,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Anna Hubáčková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Renata Chmelová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Šárka Jelínková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Lumír Kantor,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Patrik Kunčar,0,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Zdeněk Papoušek,X,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jitka Seitlová,X,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Petr Šilar,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Alena Šromová,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaromíra Vítková,A,KDU-ČSL + nez.,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Miroslav Antl,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Ivo Bárek,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Dienstbier,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Karel Kratochvíle,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaroslav Malý,X,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Miroslav Nenutil,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaromír Strnad,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Radek Sušil,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Milan Štěch,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Pavel Štohl,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Emilie Třísková,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Petr Vícha,A,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jan Žaloudík,0,ČSSD,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Miroslav Adámek,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Cieńciała,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jiří Dušek,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Zdeňka Hamousová,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Peter Koliba,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Ladislav Václavec,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaroslav Větrovský,A,ANO,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Tomáš Goláň,A,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Ladislav Kos,N,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Václav Láska,N,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Petr Orel,X,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Přemysl Rabas,X,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Lukáš Wagenknecht,X,Senátor 21,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jaroslav Doubrava,0,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Pavel Fischer,X,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Jitka Chalánková,X,nezařazení,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18138&O=12
Miroslav Balatka,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18137&O=12
Mikuláš Bek,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18137&O=12
Michael Canov,A,STAN,https://www.senat.cz/xqw/xervlet/pssenat/hlasy?G=18137&O=12
